# Result of the experimentation with args: 1
#                 x                 y           is_wall          pressure            temper          vol_mass           speed_1           speed_2           turb_en          turb_dis

                 0              0.61                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.62                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.63                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.64                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.65                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.66                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.67                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.68                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.69                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               0.7                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.71                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.72                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.73                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.74                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.75                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.76                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.77                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.78                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.79                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               0.8                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.81                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.82                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.83                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.84                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.85                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.86                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.87                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.88                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.89                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               0.9                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.91                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.92                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.93                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.94                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.95                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.96                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.97                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              0.98                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0         0.9899999                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0                 1                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.01                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.02                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.03                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.04                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.05                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.06                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.07                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.08                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.09                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.1                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.11                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.12                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.13                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.14                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.15                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.16                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.17                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.18                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.19                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.2                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.21                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.22                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.23                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.24                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.25                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.26                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.27                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.28                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.29                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.3                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.31                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.32                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.33                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.34                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.35                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.36                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.37                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.38                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.39                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.4                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.41                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.42                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.43                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.44                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.45                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.46                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.47                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.48                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.49                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.5                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.51                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.52                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.53                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.54                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.55                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.56                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.57                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.58                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.59                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.6                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.61                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.62                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.63                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.64                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.65                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.66                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.67                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.68                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.69                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.7                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.71                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.72                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.73                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.74                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.75                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.76                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.77                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.78                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.79                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.8                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.81                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.82                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.83                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.84                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.85                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.86                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.87                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.88                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.89                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0               1.9                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.91                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.92                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.93                 0            124710               270                 1                 0                 0            0.0001            0.0001
                 0              1.94                 0            124710               270                 1                 0      3.944474e-11            0.0001            0.0001
                 0              1.95                 0            124710               270         0.9999999                 0      4.276826e-08            0.0001            0.0001
                 0              1.96                 0          124650.6          269.8884          0.999937                 0          15.49626            0.0001            0.0001
                 0              1.97                 0          115413.9           263.928         0.9467497                 0        0.06559008            0.0001            0.0001
                 0              1.98                 0          124715.8          269.9955          1.000063                 0         -4.843964            0.0001            0.0001
                 0              1.99                 0            124000               270                 1                 0                 0            0.0001            0.0001

              0.01                 0                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.01                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.02                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.03                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.04                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.05                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.06                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.07                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.08                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.09                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01        0.09999999                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.11                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.12                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.13                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.14                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.15                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.16                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.17                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.18                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.19                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01               0.2                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.21                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.22                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.23                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.24                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.25                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.26                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.27                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.28                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.29                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01               0.3                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.31                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.32                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.33                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.34                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.35                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.36                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.37                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.38                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.39                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01               0.4                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.41                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.42                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.43                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.44                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.45                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.46                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.47                 0            124710               270                 1                 0                 0            0.0001            0.0001
              0.01              0.48                 0            124710               270                 1                 0                 0            0.0001            0.0001
